city_or_county,n_killed,n_injured
Mountain City,0,1
Mountain Home,11,5
Mountain Home (Salesville),0,0
Mountain Iron,0,0
Mountain Park,0,1
Mountain Pine,1,2
Mountain Rest,0,0
Mountain Top,2,2
Mountain View,9,5
Mountain Village,1,0
Mountainburg,0,3
Mountainside,0,0
Mountlake Terrace,2,2
Mountville,2,2
Mousie,0,1
Mower,0,0
Moxee,1,0
Moyie Springs,0,0
Moyock,0,2
Mt. Juliet,0,0
Mt. Pleasant,0,1
Muhlenberg County,0,0
Muhlenberg Township,1,0
Mukilteo,5,3
Mukwonago,0,0
Mulberry,2,3
Muldrow,0,2
Muleshoe,0,1
Mulga,5,1
Mulhall,1,0
Mullan,0,0
Mullens,0,1
Mullica Hill (Harrison Township),0,0
Mullins,6,10
Multnomah,0,0
Multnomah County,0,0
Muncie,19,46
Muncy,0,0
Munds Park,0,0
Mundy Township,1,1
Munford,2,4
Munfordville (Rowletts),3,0
Munhall,1,0
Munising,1,0
Munnsville (Stockbridge),0,0
Munroe Falls,1,0
Munson,0,1
Munster,3,3
Murchison,0,0
Murfreesboro,24,65
Murphy,4,2
Murphys,2,0
Murphysboro,3,5
Murray,6,4
Murray City,4,0
Murray County,1,0
Murrells Inlet,2,1
Murrells Inlet (Garden City),0,0
Murrieta,5,1
Murrysville,0,2
Murtaugh,0,0
Muscatine,1,10
Muscle Shoals,8,3
Muscoda,0,0
Muscogee,0,0
Muskego,2,1
Muskegon,14,38
Muskegon (Muskegon Heights),17,38
Muskegon (Norton Shores),2,2
Muskegon County,0,1
Muskegon Heights,4,9
Muskingum,1,1
Muskingum County,1,0
Muskogee,12,30
Muskogee County,2,0
Mustang,0,0
Myakka City,1,1
Myers Flat,0,1
Myerstown,1,0
Myra,1,0
Myrtle,1,2
Myrtle Beach,48,137
Myrtle Beach (Carolina Forest),0,2
Myrtle Beach (Surfside Beach),1,1
Myrtle Creek,4,0
Myrtle Point,0,1
Mystic,0,0
Nabb,0,0
Naches,0,0
Nacogdoches,12,11
Nacogdoches County,0,1
Nags Head,0,0
Naknek,1,0
Nampa,13,9
Nanakuli,0,1
Nancy,1,1
Nancy (Jabez),1,0
Nanjemoy,2,1
Nanticoke,2,4
Nanty Glo (Nanty-Glo),2,0
Nanuet,0,1
Napa,7,5
Napa County,1,1
Napakiak,0,0
Naperville,1,2
Naples,29,22
Naples (Golden Gate),0,3
Napoleon,0,1
Napoleonville,0,2
Narragansett,0,0
Narrows,1,1
Narrowsburg,0,0
Narvon,1,0
Nash,0,1
Nashua,6,20
Nashville,268,800
Nashville (Donelson),1,2
Nassau,1,0
Nassau County,0,2
Natalbany,2,0
Natchez,24,34
Natchez (Vidalia),0,2
Natchitoches,11,18
Natchitoches Parish,0,4
Nathalie,1,0
Natick,0,0
National City,6,7
Natomas,2,0
Natrona,1,0
Natrona County,0,0
Natrona Heights,0,0
Naugatuck,1,2
Nauvoo,1,1
Naval Anacost Annex (Anacostia),0,1
Navarre,1,5
Navasota,2,1
Navassa,0,1
Naylor,0,1
Naytahwaush,0,2
Nazareth,2,1
Nebo,6,2
Nebraska City,0,0
Necedah,1,0
Neche,0,1
Nectar,0,0
Nederland,0,0
Nedrow,0,0
Needham,0,0
Needles,0,0
Needmore,2,0
Needmore (Belfast),0,0
Neenah,1,2
Neeses,1,1
Neffs,1,0
Nekoosa,0,0
Nekoosa (Rome),0,1
Neligh,0,1
Nellis,0,0
Nelson,0,2
Nelsonville,1,1
Nelsonvlle,0,1
Nemacolin,0,0
Nemaha County,0,1
Nenana,0,0
Neoga,0,0
Neopit,0,0
Neosho,5,2
Neosho Rapids,0,0
Neptune,5,5
Neptune (Neptune City),0,5
Neptune Beach,1,2
Neptune Township,0,0
Nesconset,0,0
Nescopeck,0,1
Neshoba,1,1
Neshoba County,3,1
Nesmith,1,1
Ness City,0,0
Nettie,1,0
Nettleton,4,0
Nevada,4,1
Nevada City,2,4
New Albany,7,8
New Albany (Ingomar),1,0
New Alexandria,0,0
New Auburn,0,0
New Baltimore,0,0
New Baltimore (Chesterfield Township),0,2
New Baltimore (Chesterfield),0,0
New Bedford,19,50
New Berlin,3,1
New Berlin (Pittsfield),0,0
New Bern,12,39
New Bloomfield,0,0
New Boston,0,3
New Braintree,0,0
New Braunfels,7,10
New Brighton,3,2
New Britain,7,27
New Brockton,1,2
New Brunswick,7,37
New Cambria,0,1
New Canaan,1,0
New Caney,1,1
New Caney (Woodbranch),0,0
New Carlisle,0,2
New Carlisle (Hudson Lake),0,0
New Carrollton,2,0
New Castle,39,85
New Castle (Dunleith),0,1
New Castle County,3,2
New Chicago,0,0
New Church,1,1
New City,1,0
New Concord,1,0
New Cumberland,2,2
New Derry,0,0
New Durham,0,0
New Effington,0,0
New Egypt (Plumsted),0,1
New Ellenton,1,3
New Fairfield,0,0
New Florence,1,2
New Franklin,2,0
New Freedom,1,1
New Germany,0,0
New Gloucester,0,0
New Goshen,0,1
New Gretna,0,1
New Hampton,0,0
New Hanover,0,2
New Hanover County,2,5
New Harmony,0,0
New Hartford,0,0
New Haven,45,228
New Haven (Fair Haven),0,1
New Haven (Lenox),1,0
New Holland,0,0
New Holstein,1,1
New Hope,5,7
New Hyde Park,0,0
New Iberia,22,52
New Ipswich,0,1
New Johnsonville,2,1
New Kensington,6,13
New Kensington (Arnold),2,6
New Kensington (Lower Burrell),2,1
New Kent,0,0
New Kent County,0,0
New Kingstown,0,0
New Lebanon,0,0
New Lenox,0,0
New Limerick,0,0
New Llano,1,0
New London,5,23
New London (Royalton),0,0
New London (Sutton),0,0
New Madison,0,0
New Madrid,1,0
New Market,3,2
New Martinsville,1,0
New Matamoras,1,0
New Middletown,0,0
New Milford,2,2
New Orleans,703,1892
New Orleans (Algiers),8,23
New Orleans (Broadmoor),1,0
New Orleans (Bywater),0,0
New Orleans (Carrollton),1,1
New Orleans (Elmwood),0,0
New Orleans (Gentilly),4,7
New Orleans (Harahan),0,0
New Orleans (Jefferson),2,4
New Orleans (River Ridge),3,7
New Orleans (Shrewsbury),0,1
New Palestine,0,1
New Paltz,2,1
New Paris,2,2
New Philadelphia,2,0
New Plymouth,1,0
New Port Richey,5,8
New Portland,0,0
New Providence (Providence),1,0
New Richmond,0,1
New Ringgold,3,1
New Roads,4,7
New Rochelle,3,4
New Rockford,1,1
New Salem,0,1
New Sarpy,0,0
New Scotland,0,0
New Sharon,0,1
New Smyrna Beach,3,8
New Smyrna Beach (New Smyrna),0,0
New Stanton,3,0
New Straitsville,1,1
New Stuyahok,1,0
New Town,1,0
New Ulm,1,0
New Washington,0,0
New Waverly,0,1
New Westville,0,0
New Windsor,1,0
New York,0,11
New York (Manhattan),66,250
New York (New York City),0,3
New York Mills,0,0
Newalla,0,0
Newark,328,404
Newaygo,2,1
Newberg,1,0
Newbern,1,4
Newberry,5,6
Newberry County,1,0
Newburg,0,3
Newburg (Big Piney),1,0
Newburgh,18,57
Newburgh Heights,0,0
Newbury,2,0
Newburyport,1,0
Newcastle,2,1
Newcomerstown,2,2
Newell,2,0
Newfane,0,0
Newfield,0,0
Newfields,0,0
Newhall,3,2
Newington,3,3
Newland,0,0
Newman,6,1
Newmanstown (Sheridan),0,1
Newmarket,0,2
Newnan,12,21
Newport,15,20
Newport (Highland Heights),0,2
Newport Beach,2,1
Newport Center,0,0
Newport News,107,352
Newtok,0,0
Newton,17,17
Newton (Wendelin),0,1
Newton County,3,4
Newton Falls,1,0
Newton Falls (Braceville),0,0
Newton Grove,2,0
Newton Highlands,0,1
Newtown,0,1
Newtown (Wrightstown),0,0
Newtown Square,1,0
Newville,0,0
Nez Perce County,1,0
Niagara,0,1
Niagara Falls,11,64
Niantic,0,0
Nice,1,0
Niceville,1,6
Nicholas,1,1
Nicholasville,4,7
Nichols,2,1
Nichols Hills,0,0
Nicholson,2,1
Nickerson,0,0
Nikiski,0,1
Niles,4,8
Nine Mile Falls,0,1
Ninety Six,0,1
Nineveh,0,1
Nineveh (Princes Lakes),2,0
Ninilchik,1,1
Ninnekah,2,0
Niobrara,1,0
Niota,1,0
Nipomo,0,0
Nisswa,0,0
Nitro,1,2
Niwot,0,0
Nixa,1,1
Noble,0,2
Noble County,1,0
Nobleboro,0,0
Noblesville,5,2
Nocona,2,0
Nodaway,1,1
Nogal,1,0
Nogales,0,2
Nokesville,0,0
Nokomis,3,3
Nolanville,2,0
Nolensville,1,0
Noma,1,0
Nome,0,0
Noonan,0,1
Noorvik,1,0
Norcatur,0,1
Norco,1,3
Norcross,24,25
Norcross (Peachtree Corners),3,1
Norfolk,152,495
Norfork,1,0
Norlina,3,2
Normal,1,2
Normalville,0,0
Norman,18,18
Norman County,0,0
Norman Park,2,0
Normandy,1,0
Normandy Park,1,0
Normangee,2,0
Norridgewock,2,0
Norridgewock (Mercer),1,0
Norristown,11,18
Norristown (East Norriton),1,0
North,2,0
North Adams,0,2
North Andover,0,0
North Anson (Embden),0,0
North Apollo,0,0
North Arlington,0,0
North Attleboro,1,1
North Augusta,13,16
North Augusta (Belvedere),0,1
North Aurora,0,1
North Babylon,0,3
North Bangor,0,0
North Bend,4,1
North Bennington,0,0
North Bergen,3,2
North Berwick,0,0
North Billerica,0,0
North Bonneville,0,2
North Branch,1,0
North Brookfield,0,1
North Brunswick,2,0
North Canton,2,1
North Cass,0,1
North Charleston,111,190
North Chesterfield,0,0
North Chicago,3,3
North Clarendon (Clarendon),0,0
North College Hill,0,0
North Conway,0,0
North County,1,0
North Coventry,0,1
North Dartmouth,0,0
North East,5,7
North English,1,0
North Fork,0,0
North Fort Myers,1,5
North Freedom,0,0
North Great River,0,0
North Greenbush,0,0
North Hampton,0,0
North Haven,0,1
North Highlands,6,8
North Hills,5,4
North Hollywood,7,9
North Hollywood (Valley Glen),2,0
North Huntingdon,0,0
North Judson,1,1
North Kansas City,0,3
North Kingstown,0,0
North Kingsville,0,0
North Las Vegas,27,36
North Lauderdale,1,6
North Liberty,2,3
North Little Rock,46,51
North Logan,0,0
North Manchester,2,1
North Miami,2,1
North Miami Beach,12,17
North Miami Beach (Aventura),1,0
North Miami Beach (Sunny Isles Beach),0,1
North Middleton,0,0
North Middletown,0,0
North Myrtle Beach,6,1
North Myrtle Beach (Atlantic Beach),0,1
North Ogden,1,1
North Olmsted,2,1
North Palm Beach,0,1
North Park,0,0
North Plainfield,0,1
North Plains,2,1
North Platte,2,5
North Pole,4,5
North Port,9,7
North Providence,2,4
North Richland Hills,4,8
North Ridgeville,4,3
North Royalton,2,0
North Salem,0,0
North Salt Lake,0,1
North Scituate (Scituate),0,0
North Shore,0,1
North Sioux City (Dakota Dunes),0,0
North Smithfield,0,0
North St. Paul,0,1
North Stonington,1,0
North Strabane,1,0
North Street (Clyde Township),0,2
North Tazewell,0,0
North Tonawanda,6,1
North Tonawanda (Wheatfield),0,0
North Vassalboro,0,0
North Vernon,1,1
North Versailles,0,7
North Wales,4,1
North Webster,0,2
North Weymouth,0,0
North Wilkesboro,2,0
North Windham,0,1
North Zulch,0,0
Northampton,3,1
Northampton County,0,1
Northborough,0,1
Northbridge,0,0
Northdale,1,0
Northfield,3,3
Northfield (Sagamore Hills),1,0
Northfork (Ashland),0,1
Northglenn,0,1
Northlake,1,0
Northport,2,8
Northridge,1,8
Northshore,0,1
Northumberland,0,0
Northumberland County,0,0
Northvale,0,0
Northview Heights,1,0
Northville,0,0
Northville (Edinburg),1,0
Northway,0,0
Northwood,2,1
Northwoods,1,1
Norton,2,3
Norton Shores,0,0
Nortonville,1,1
Norwalk,33,94
Norway,0,2
Norwich,3,5
Norwood,1,6
Norwood Young America,2,1
Notasulga,1,0
Nottingham,0,1
Nottoway,1,1
Notus,1,0
Nova,1,0
Novato,5,2
Novelty,1,0
Novi,2,4
Novinger,0,1
Novinger (Youngstown),0,0
Nowata,0,3
Noxapater,1,0
Noxen,0,0
Noxubee County,0,2
Nuevo,2,2
Nuevo (Lakeview),2,0
Nunam Iqua,0,1
Nunda,0,1
Nunnelly,0,2
Nutley,2,1
Nyack,0,2
Nyack (Central Nyack),0,1
Nye,0,1
Nye County,0,0
Nyssa,0,0
O Fallon,4,1
O Fallon (O'Fallon),0,1
O Fallon (Ofallon),0,1
O Fallon (Shiloh),1,0
O'brien,1,1
O'fallon,0,1
Oak Brook,1,0
Oak City,1,3
Oak Cliff,1,1
Oak Creek,1,1
Oak Forest,1,3
Oak Grove,5,5
Oak Harbor,3,3
Oak Hill,7,6
Oak Island,2,0
Oak Lawn,4,3
Oak Park,5,18
Oak Ridge,3,9
Oak View,0,0
Oakboro,1,0
Oakdale,3,3
Oakdale (Knights Ferry),0,1
Oakhurst,1,0
Oakland,330,790
Oakland (Oakland Township),0,1
Oakland Charter Township,0,0
Oakland City,3,0
Oakland County,1,0
Oakland Gardens,0,2
Oakland Park,1,0
Oakland Township,0,0
Oakley,5,6
Oaklyn,0,0
Oaklyn (Woodlynne),0,1
Oakman,1,0
Oakmont,1,0
Oakridge,1,0
Oaks,0,0
Oakton,0,0
Oakville,0,1
Oakwood,5,4
Oberlin,3,8
Obion,0,0
Ocala,60,126
Occoquan,0,2
Ocean,0,0
Ocean City,0,4
Ocean Isle Beach,0,0
Ocean Shores,0,0
Ocean Springs,8,6
Ocean Springs (Latimer),0,1
Ocean Township,0,0
Ocean View,1,3
Ocean View (Oceanview),0,1
Oceano,0,1
Oceanside,23,15
Ochelata,1,0
Ocheyedan,1,0
Ochlocknee,0,1
Ochopee,3,1
Ocilla,1,1
Ocklawaha,0,2
Ocoee,3,4
Oconee,1,4
Oconee County,0,0
Oconomowoc,2,1
Oconomowoc (Summit),1,0
Oconto,0,1
Odd,1,1
Odebolt,0,1
Odenton,3,6
Odenville,2,0
Odessa,30,37
Odin,0,0
Oelwein,0,1
Ogallala,2,1
Ogden,17,22
Ogden (Harrisville),0,1
Ogden (Plain City),0,1
Ogden (Riverdale),2,0
Ogden (South Ogden),2,1
Ogden (South Weber),1,0
Ogden (Washington Terrace),1,1
Ogden (West Haven),0,1
Ogden Canyon,0,1
Ogdensburg,0,0
Oglethorpe,1,3
Ohatchee,1,1
Ohio,0,1
Ohio County,1,2
Ohkay Owingeh (Chamita),1,0
Oil City,2,1
Oil City (Caddo),1,0
Oil Springs,1,0
Oildale,0,0
Ojai,0,0
Okahumpka,0,1
Okaloosa,0,0
Okaloosa County,0,1
Okanogan,1,0
Okanogan County,1,0
Okatie,2,1
Okay,0,0
Okeana,0,0
Okeechobee,6,18
Okeechobee County,0,1
Okemah,1,0
Okemos,1,0
Oklahoma,0,0
Oklahoma City,234,429
Oklahoma City (Del City),13,12
Oklahoma City (Forest Park),0,0
Oklahoma City (Midwest City),12,12
Oklahoma City (Moore),2,6
Oklahoma City (The Village),0,1
Oklahoma City (Warr Acres),4,2
Okmulgee,9,9
Okmulgee County,1,3
Okolona,0,5
Oktaha,0,1
Oktibbeha,1,0
Oktibbeha County,1,0
Olanta,0,2
Olar,0,1
Olathe,8,13
Old Appleton,0,0
Old Bridge,3,1
Old Forge,1,0
Old Fort,0,1
Old Hickory,1,2
Old Lyme (Lyme),0,0
Old Orchard Beach,0,0
Old Saybrook,1,0
Old Town,2,0
Oldfield,0,0
Oldsmar,3,1
Olean,0,3
Oley,1,3
Olin,1,0
Olive,0,0
Olive Branch,6,12
Olive Hill,2,3
Olivebridge (Olive),0,0
Olivehurst,5,4
Olivehurst (Arboga),0,0
Oliver Springs,2,1
Olmito,0,0
Olmstead,0,1
Olmsted,0,1
Olmsted Falls,1,0
Olmsted Falls (Olmsted Twp),0,0
Olmsted Township,0,0
Olney,1,1
Olton,0,0
Olympia,12,15
Olyphant,0,1
Omaha,144,528
Omaha (Benson),1,0
Omaha (Ralston),0,0
Omak,1,1
Omar,0,0
Omega,2,1
Omer,2,0
Omro,0,0
Ona,0,0
Onalaska,1,5
Onamia,3,0
Onancock,0,4
Onawa,0,0
Onaway,0,0
Oneida,1,5
Oneonta,3,2
Onigum,2,0
Onley,2,0
Onondaga,0,1
Onondaga County,0,1
Onslow,4,4
Onslow County,3,1
Ontario,26,16
Oologah,0,2
Ooltewah,3,6
Oostburg,2,0
Opa Locka,6,14
Opa Locka (Opa-Locka),0,0
Opa Locka (Opa-locka),0,3
Opa-Locka,0,1
Opa-locka,2,3
Opdyke,0,0
Opelika,23,29
Opelousas,23,18
Opp,1,8
Oquawka,1,0
Oracle,1,0
Orange,47,106
Orange Beach,1,0
Orange City,3,6
Orange County,54,82
Orange Cove,3,1
Orange Grove,1,1
Orange Mound,0,1
Orange Park,11,17
Orangeburg,24,85
Orangeburg County,3,7
Orangevale,2,2
Orangeville,1,1
Orcas,0,0
Orchard Park,3,2
Oreana,0,2
Orefield,0,0
Oregon,3,1
Oregon City,4,8
Oregon City (Redland),0,0
Oregon County,0,0
Oregon House,1,2
Oregonia,0,1
Oreland,0,1
Orem,6,4
Orgas,0,1
Orick,0,0
Orient,0,0
Orient (Darbyville),1,0
Oriental,2,2
Orinda,0,5
Orion Township,1,0
Oriskany Falls (Augusta),0,0
Orland,3,4
Orland Park,2,0
Orlando,303,633
Orlando (Azalea Park),0,0
Orlando (Belle Isle),0,0
Orlando (Edgewood),1,0
Orlando (Hiawassee),1,1
Orlando (Lake Buena Vista),0,0
Orlando (Lockhart),1,6
Orlando (Orlo Vista),1,1
Orlando (Pine Castle),4,5
Orlando (Pine Hills),7,27
Orleans,0,0
Orleans (Brownington),1,0
Orleans Parish,1,0
Orlinda,0,0
Orma,0,1
Ormond Beach,7,8
Oro Valley,0,0
Orofino,1,0
Orondo,1,0
Orono,0,0
Oronogo,0,0
Orosi,2,10
Oroville,15,26
Oroville (Butte Valley),1,0
Oroville (Honcut),0,1
Oroville (Thermalito),0,0
Orrington,1,0
Orrum,2,5
Orrville,3,4
Orting,2,3
Ortonville,0,3
Ortonville (Brandon),0,0
Orviston,0,0
Orwell,1,0
Orwigsburg,0,1
Osage,0,0
Osage Beach,0,1
Osage County,1,1
Osceola,7,9
Osceola County,0,2
Osceola Mills,3,3
Oshkosh,7,10
Oshtemo,0,1
Oskaloosa,1,1
Osprey,0,0
Osseo,0,1
Osseo (Maple Grove),1,4
Ossian,0,1
Ossining,0,1
Osteen,1,0
Osterville,0,0
Oswegatchie,0,0
Oswego,2,1
Osyka,2,3
Othello,0,2
Otis,0,1
Otisco,0,0
Otisville,0,1
Otoe County,0,0
Ottawa,2,2
Ottawa County,0,0
Otter Lake,2,0
Otter Tail,0,1
Otterville,1,0
Otto,0,2
Ottumwa,2,6
Ouachita,0,0
Ouachita Parish,0,0
Overbrook,0,2
Overgaard,0,1
Overland Park,14,11
Overton,2,0
Overtown,0,1
Oviedo,1,6
Oviedo (Chuluota),0,1
Owasso,3,7
Owatonna,0,2
Owego,0,0
Owen,0,0
Owen County,1,0
Owens Cross Roads,1,1
Owensboro,10,25
Owensville,1,3
Owenton,0,2
Owings Mills,4,10
Owingsville,1,0
Owls Head,0,1
Owosso,2,1
Owsley,0,1
Oxford,21,29
Oxford (Miami),0,1
Oxnard,31,100
Oxon Hill,13,6
Oxon Hill (Forest Heights),1,0
Ozark,7,18
Ozone Park,3,3
Paauilo,0,1
Pablo,1,1
Pace,1,0
Pacific,4,2
Pacific Beach,0,0
Pacific Grove,0,0
Pacific Palisades,0,0
Pacifica,4,3
Packwood,2,0
Pacoima,13,14
Pacoima (Arleta),4,1
Pacolet,0,0
Paden City,1,1
Paducah,2,16
Paducah (Lone Oak),0,1
Paducah (Reidland),2,1
Page,2,0
Pageland,1,1
Pagosa Springs,4,0
Pahala,0,1
Pahoa,5,3
Pahokee,6,17
Pahrump,2,5
Paia,0,0
Paincourtville,0,0
Painesville,3,6
Paint Lick,1,1
Painter,0,4
Paintsville,5,0
Paisley,0,2
Pajaro,1,0
Pala,2,0
Palacios,0,0
Palatine,2,5
Palatka,14,22
Palenville,2,0
Palermo,0,2
Palestine,10,13
Palisade,1,0
Palisades Park,0,0
Palm Bay,13,32
Palm Bay (Grant Valkaria),1,0
Palm Beach,6,19
Palm Beach County,2,7
Palm Beach Gardens,10,4
Palm Beach Gardens (Riviera Beach),20,48
Palm City,0,1
Palm Coast,11,15
Palm Desert,2,4
Palm Harbor,1,2
Palm River,0,1
Palm Springs,13,17
Palmdale,21,27
Palmdale (Lake Los Angeles),1,0
Palmer,9,8
Palmerton,0,1
Palmetto,16,24
Palmetto Point,0,0
Palms,0,1
Palmyra,6,7
Palmyra (Lake Monticello),0,0
Palo,0,1
Palo Alto,7,16
Palo Alto (East Palo Alto),2,0
Palo Pinto,0,1
Palos Heights,1,1
Palos Hills,0,1
Palos Park,1,1
Pamlico County,1,0
Pampa,3,11
Pamplico,2,5
Pamplin,0,1
Pana,1,2
Panama,0,0
Panama City,21,26
Panama City (Callaway),0,4
Panama City (Southport),0,0
Panama City Beach,8,21
Panama City Beach (Inlet Beach),0,0
Pandora,1,0
Panhandle,1,0
Panola,4,1
Panola County,3,6
Panora,0,2
Panorama City,19,12
Pansey,0,1
Panther,2,1
Paoli,5,4
Papaaloa,1,0
Papago,0,0
Papaikou,0,0
Papillion,1,1
Parachute,0,0
Paradis,0,0
Paradise,6,7
Paradise Valley,0,1
Paragon,0,0
Paragould,3,7
Paramount,12,5
Paramus,3,0
Pardeeville,1,0
Paris,17,29
Park,2,1
Park City,1,1
Park County,4,1
Park Forest,6,13
Park Hill,0,0
Park Hills,0,2
Park Hills (Desloge),0,0
Park Rapids,0,0
Park Ridge,0,4
Parke,0,0
Parker,8,5
Parker City,2,0
Parker County,0,1
Parkersburg,9,11
Parkesburg,0,0
Parkin,0,5
Parkland,2,1
Parkman,1,1
Parksley,1,5
Parksville,0,1
Parkton,5,1
Parkville,8,10
Parlier,2,7
Parlin,1,0
Parma,1,5
Parma Heights,1,0
Parmelee,1,0
Parmer,1,0
Parowan,2,0
Parrish,1,3
Parrottsville,1,0
Parshall,0,1
Parsippany,0,4
Parsons,6,3
Parsonsburg,0,1
Partridge,0,1
Pasadena,33,86
Pascagoula,8,15
Pasco,15,27
Pasco County,4,0
Paso Robles,2,4
Pasquotank,1,0
Pass Christian,6,9
Passaic,5,25
Pataskala,2,2
Patchogue,0,1
Patchogue (East Patchogue),0,2
Patchogue (North Patchogue),0,5
Paterson,69,285
Patrick,1,0
Patrick Springs,0,2
Patterson,4,8
Patterson Springs,0,1
Patton,0,0
Pattonsburg,0,1
Paulding,4,0
Paulding County,5,0
Pauline,0,0
Pauls Valley,1,2
Paulsboro,1,7
Pauma Valley,1,0
Pavilion,0,1
Pavillion,0,0
Pavo,0,0
Paw Paw,0,1
Pawhuska,0,2
Pawleys Island,0,1
Pawling,0,0
Pawnee,0,0
Pawtucket,7,26
Paxton,0,2
Payette,0,0
Payette County,1,1
Payne,0,2
Paynes Creek,0,0
Payson,3,4
Pea Ridge,0,1
Peabody,3,0
Peach,0,1
Peach Bottom,0,0
Peach Bottom (Fulton),0,1
Peach Bottom (Penn Hill),0,0
Peach Creek,0,3
Peachland,3,0
Peachtree City,1,3
Peachtree Corners,3,2
Pearce (Sunizona),1,1
Pearcy,0,1
Pearisburg,2,0
Pearl,5,5
Pearl City,1,1
Pearl River,4,1
Pearland,9,8
Pearsall,0,0
Pearson,0,1
Peck,1,0
Pecks Mill,1,0
Peckville,0,0
Pecos,1,0
Peculiar,1,0
Pedricktown,0,0
Pedro,4,0
Peebles,0,0
Peekskill,1,2
Peel,0,1
Peggs,1,0
Pekin,5,5
Pelahatchie,2,0
Pelham,1,4
Pelican Rapids (Cormorant),0,1
Pelion,1,6
Pell City,3,0
Pelzer,9,6
Pemberton,2,4
Pemberton Township,0,0
Pembina,0,1
Pembine,1,0
Pembroke,11,2
Pembroke Park,0,3
Pembroke Pines,13,16
Pembroke Township,5,3
Pemiscot,1,1
Penasco,2,0
Penbrook,0,1
Pend Oreille,0,0
Pender,0,2
Pendergrass,0,1
Pendleton,13,11
Penfield,0,1
Penhook,0,0
Peninsula,0,3
Penn,0,0
Penn Hills,7,1
Penn Laird,0,0
Penn Valley,1,2
Penn Yan,0,1
Penngrove,0,1
Pennington,1,1
Pennington Gap,0,1
Penns Grove,2,9
Pennsauken,2,3
Pennsville,0,0
Pennsville Township,0,0
Penokee,3,0
Penrose,1,0
Pensacola,47,83
Pensacola (Bellview),0,1
Pentress,0,0
Pentwater,0,0
Peoria,50,316
Peoria (Bartonville),0,1
Peoria (West Peoria),0,1
Peoria Heights,0,1
Pepeekeo,0,0
Pepperell,0,2
Pequannock,0,0
Pequea,0,0
Pequea (Martic),0,0
Pequot Lakes,1,0
Peralta,1,0
Perdido,1,0
Perham,0,1
Perkasie,1,0
Perkins,0,0
Perkinston,3,2
Perkinsville,0,0
Perley,0,1
Perris,13,22
Perry,11,18
Perry (Perry Township),1,0
Perry County,8,0
Perry Hall,0,0
Perryopolis,1,0
Perrysburg,0,4
Perrysville,0,2
Perryton,0,1
Perryville,3,2
Perth Amboy,2,3
Peru,2,2
Pescadero,0,0
Peshtigo,0,0
Petal,5,6
Petaluma,3,4
Peterborough,1,0
Petersburg,47,94
Petrolia,0,2
Petros,0,2
Pevely,0,2
Pewaukee,0,0
Peyton,1,1
Peyton (Falcon),1,0
Pfafftown,0,1
Pflugerville,3,11
Pharr,7,5
Phelan,3,0
Phelps,2,2
Phelps County,0,2
Phenix City,30,38
Phil Campbell,0,2
Philadelphia,901,2326
Philippi,1,1
Philipsburg,1,0
Phillips,0,0
Phillips (Worcester),0,1
Phillipsburg,1,2
Phillipsville,1,0
Philo,1,2
Philomath,0,1
Philpot,0,0
Phippsburg,0,1
Phoenix,412,474
Phoenix (Anthem),0,0
Phoenix (Laveen Village),0,1
Phoenixville,3,3
Picayune,5,3
Picher,0,0
Pickaway,0,1
Pickaway County,2,0
Pickens,4,5
Pickens County,2,0
Pickerington,1,1
Pickett,1,1
Pickett County,2,0
Pickwick,1,0
Pico Rivera,15,10
Piedmont,17,16
Piedmont (Borden Springs),0,1
Pierce,1,4
Pierce City,2,0
Pierce County,2,1
Pierceton,1,0
Piercy,1,0
Pierre,0,2
Pierre Part,0,0
Pierson,1,3
Pigeon Forge,1,1
Pigtown,0,1
Pike,3,5
Pike County,3,7
Pike Creek,1,3
Pike Road,1,1
Pikesville,3,2
Piketon,9,0
Pikeville,9,5
Pilot Grove,0,0
Pilot Mountain,0,1
Pilot Point,2,0
Pilot Rock,0,0
Pilot Station,2,0
Pima,2,0
Pinal,1,2
Pinal County,1,0
Pinch,0,1
Pinckneyville,1,0
Pinconning,1,0
Pine,0,1
Pine Bluff,68,74
Pine Brook,0,0
Pine Castle,0,1
Pine City,1,1
Pine County,0,0
Pine Grove,1,1
Pine Hall,0,0
Pine Hill,6,2
Pine Hills,9,14
Pine Island,2,0
Pine Lawn,2,1
Pine Mountain,1,0
Pine Plains,0,1
Pine Ridge,5,5
Pine Ridge (Pine Ridge Reservation),1,0
Pine River,0,0
Pine Top,1,0
Pinebrook,0,0
Pinecrest,0,0
Pinedale,0,0
Pinehurst,3,3
Pineland,1,0
Pinellas,0,1
Pinellas County,0,1
Pinellas Park,11,9
Pinetop,3,3
Pinetown,1,0
Pineview,0,1
Pineville,10,13
Pineville (Jane),0,1
Pinewood,0,1
Piney Flats,0,0
Piney Point,0,0
Pingree,1,0
Pink Hill,0,1
Pinnacle,2,0
Pinola,0,0
Pinole,3,4
Pinon Hills,0,1
Pinson,2,2
Pioneer,2,0
Pipe Creek,1,1
Piper City,0,0
Pippa Passes,1,1
Piqua,2,6
Piscataway,1,0
Pisgah,2,0
Pisgah Forest,1,0
Pitcairn,1,3
Pitkin,1,0
Pitt,3,4
Pitt County,0,6
Pittsboro,6,2
Pittsburg,20,28
Pittsburg (Bay Point),6,1
Pittsburg (Lafayette),1,0
Pittsburg County,0,0
Pittsburgh,243,595
